,subject,exam_type,class,hours_of_studying,participation_in_group,group_parlagrims,individual_paralligms,assigments_individual,assigments_group,previous_marks,panctuality,Predicted Marks
30,3,3,2,41.22899159663865,16.666666666666664,66.33333333333333,0.0,45.888888888888886,45.888888888888886,14,33.33333333333333,4
31,8,4,1,46.606606606606604,50.0,80.0,44.5,33.333333333333336,33.333333333333336,87,25.0,11
32,8,3,2,10.33966033966034,0.0,36.0,49.25,82.0,82.0,11,64.28571428571429,-2
33,14,1,4,17.68901569186876,100.0,51.77777777777778,37.857142857142854,47.111111111111114,47.111111111111114,38,36.36363636363637,13
34,12,1,2,12.265037593984962,33.33333333333333,47.22222222222222,44.0,34.666666666666664,34.666666666666664,4,41.66666666666667,-3
35,4,2,1,53.734177215189874,50.0,45.833333333333336,33.666666666666664,52.666666666666664,52.666666666666664,32,40.0,12
36,12,1,6,23.006134969325153,12.5,0.0,48.0,0.0,0.0,69,37.5,15
37,1,3,6,87.5,25.0,58.666666666666664,58.5,51.77777777777778,51.77777777777778,31,43.75,6
38,16,2,4,43.729603729603724,10.0,46.0,42.57142857142857,21.333333333333332,21.333333333333332,7,41.66666666666667,-1
39,6,3,2,82.64150943396227,0.0,47.1,49.22222222222222,47.1,47.1,55,30.0,9
40,15,3,6,39.98091603053435,60.0,37.375,51.666666666666664,29.375,29.375,55,42.857142857142854,14
41,2,2,6,23.783783783783786,100.0,45.22222222222222,62.666666666666664,68.33333333333333,68.33333333333333,96,40.0,22
42,7,2,2,34.04255319148936,0.0,56.0,36.4,23.666666666666668,23.666666666666668,41,37.5,1
43,1,2,6,53.0949105914718,75.0,44.666666666666664,53.75,36.0,36.0,33,70.0,16
44,16,2,1,69.91869918699187,66.66666666666666,70.66666666666667,34.44444444444444,54.166666666666664,54.166666666666664,64,40.0,19
45,13,2,3,0.9615384615384616,33.33333333333333,71.66666666666667,58.0,53.833333333333336,53.833333333333336,62,56.25,0
46,0,3,4,68.28478964401295,50.0,51.625,32.5,44.375,44.375,86,62.5,27
47,6,3,6,52.360097323600975,0.0,48.5,48.6,51.8,51.8,26,76.92307692307693,5
48,3,0,1,66.88888888888889,87.5,31.666666666666668,0.0,61.166666666666664,61.166666666666664,89,37.5,41
49,15,0,1,71.57001414427157,11.11111111111111,48.666666666666664,53.75,52.333333333333336,52.333333333333336,24,66.66666666666666,7
50,7,2,1,95.39999999999999,0.0,61.8,51.0,67.2,67.2,25,50.0,5
51,4,4,3,55.932203389830505,100.0,51.0,0.0,27.666666666666668,27.666666666666668,5,57.14285714285714,23
52,6,4,3,62.721893491124256,60.0,0.0,44.25,0.0,0.0,76,30.0,29
53,10,0,5,75.8833922261484,40.0,39.285714285714285,47.0,42.142857142857146,42.142857142857146,78,66.66666666666666,25
54,8,4,3,28.24267782426778,44.44444444444444,40.833333333333336,43.25,51.666666666666664,51.666666666666664,4,54.54545454545454,3
55,4,4,4,18.17478731631864,75.0,54.111111111111114,47.8,37.77777777777778,37.77777777777778,94,44.44444444444444,19
56,12,0,3,89.4,50.0,60.333333333333336,54.42857142857143,60.666666666666664,60.666666666666664,76,25.0,17
57,9,0,1,68.69565217391305,100.0,92.0,78.66666666666667,41.0,41.0,60,30.0,8
58,7,2,5,46.80259499536608,50.0,50.0,21.77777777777778,53.25,53.25,94,50.0,26
59,9,0,3,44.93815849748053,0.0,59.714285714285715,53.5,68.14285714285714,68.14285714285714,25,30.76923076923077,-5
60,0,2,5,83.15217391304348,50.0,57.666666666666664,35.875,51.666666666666664,51.666666666666664,73,60.0,25
61,12,0,6,34.167083541770886,0.0,60.111111111111114,52.0,39.55555555555556,39.55555555555556,9,50.0,-7
62,14,2,4,94.86619333697433,14.285714285714285,50.0,64.75,10.5,10.5,45,66.66666666666666,12
63,13,2,5,59.59595959595959,40.0,53.5,0.0,62.166666666666664,62.166666666666664,35,22.22222222222222,14
64,9,2,4,48.11188811188811,50.0,55.0,53.5,51.0,51.0,0,61.53846153846154,2
65,11,4,3,1.1673151750972763,0.0,45.875,38.0,28.0,28.0,65,80.0,8
66,9,3,6,76.15606936416185,100.0,77.2,49.0,34.4,34.4,17,50.0,12
67,1,2,3,81.9366852886406,100.0,40.142857142857146,46.5,44.0,44.0,100,57.14285714285714,39
68,3,0,1,41.82041820418204,40.0,25.0,40.0,47.75,47.75,40,54.54545454545454,16
69,14,3,2,53.31707317073171,11.11111111111111,64.5,46.6,20.5,20.5,61,60.0,9
70,8,2,3,98.89415481832543,0.0,38.333333333333336,31.0,51.333333333333336,51.333333333333336,26,66.66666666666666,16
71,2,0,4,16.80395387149918,75.0,47.666666666666664,55.833333333333336,49.111111111111114,49.111111111111114,66,50.0,14
72,5,1,2,89.33701657458563,20.0,59.333333333333336,47.875,50.44444444444444,50.44444444444444,60,38.88888888888889,13
73,11,4,6,37.34939759036144,33.33333333333333,0.0,0.0,0.0,0.0,50,63.63636363636363,30
74,9,0,3,37.058152793614596,55.55555555555556,28.714285714285715,59.5,41.42857142857143,41.42857142857143,23,54.54545454545454,9
75,14,3,6,14.46886446886447,100.0,66.25,0.0,53.5,53.5,57,50.0,23
76,16,1,2,26.209677419354836,10.0,0.0,58.75,0.0,0.0,42,20.0,5
77,8,1,6,87.81362007168458,42.857142857142854,49.625,23.0,63.0,63.0,7,45.45454545454545,13
78,9,3,4,76.66666666666667,50.0,55.375,55.42857142857143,55.125,55.125,96,30.76923076923077,21
79,14,2,4,23.014018691588785,100.0,46.7,42.5,32.0,32.0,23,53.84615384615385,13
80,11,4,2,49.37402190923318,83.33333333333334,25.0,54.4,60.5,60.5,78,62.5,29
81,13,4,3,95.81430745814308,0.0,61.25,50.625,42.5,42.5,69,46.15384615384615,13
82,9,3,6,4.385964912280701,60.0,78.0,63.333333333333336,47.0,47.0,5,64.28571428571429,-7
83,7,2,4,62.848297213622295,25.0,86.0,66.2,65.0,65.0,90,33.33333333333333,6
84,4,4,3,15.273775216138327,0.0,42.5,25.0,50.75,50.75,87,18.181818181818183,9
85,8,4,2,99.5538559592097,12.5,50.4,45.7,36.2,36.2,7,33.33333333333333,4
86,6,2,5,43.09978768577495,60.0,54.0,61.25,39.5,39.5,35,40.0,5
87,12,2,5,29.081632653061224,0.0,15.0,45.5,82.5,82.5,54,75.0,14
88,4,2,3,50.171428571428564,0.0,49.4,50.75,60.0,60.0,39,60.0,4
89,12,4,4,40.65934065934066,42.857142857142854,52.0,42.8,46.0,46.0,10,58.333333333333336,4
90,2,4,5,68.5981308411215,20.0,52.5,0.0,48.125,48.125,99,50.0,30
91,6,4,2,65.1685393258427,50.0,47.714285714285715,39.2,51.42857142857143,51.42857142857143,1,71.42857142857143,11
92,3,3,6,79.61111111111111,55.55555555555556,49.5,69.0,51.5,51.5,66,50.0,17
93,2,4,3,53.64963503649635,50.0,57.333333333333336,0.0,52.0,52.0,100,33.33333333333333,29
94,2,1,6,71.50092081031308,100.0,45.0,79.44444444444444,39.5,39.5,11,58.82352941176471,12
95,2,0,2,14.476495726495727,100.0,50.5,73.0,50.333333333333336,50.333333333333336,97,57.14285714285714,21
96,12,0,2,59.87166831194472,40.0,39.75,49.1,34.75,34.75,81,46.666666666666664,21
97,9,4,3,80.77571669477234,50.0,74.66666666666667,42.0,30.333333333333332,30.333333333333332,95,40.0,21
98,11,0,5,49.122807017543856,33.33333333333333,60.8,34.833333333333336,43.4,43.4,98,42.857142857142854,19
99,1,0,5,97.98657718120806,60.0,48.75,40.0,34.75,34.75,3,33.33333333333333,11
100,14,4,3,29.731343283582092,71.42857142857143,37.111111111111114,39.375,47.111111111111114,47.111111111111114,91,86.66666666666667,31
101,0,2,3,40.82784571966134,10.0,0.0,40.0,0.0,0.0,50,37.5,15
102,6,1,2,53.303747534516766,60.0,26.166666666666668,41.25,45.666666666666664,45.666666666666664,61,40.0,22
103,10,0,5,28.327645051194537,100.0,59.333333333333336,56.875,53.166666666666664,53.166666666666664,44,18.75,7
104,0,4,4,33.771929824561404,87.5,42.6,61.0,65.0,65.0,85,37.5,20
105,4,2,1,46.04966139954853,44.44444444444444,50.42857142857143,59.5,45.857142857142854,45.857142857142854,44,47.05882352941176,8
106,9,4,1,2.0788912579957355,0.0,47.0,49.0,55.125,55.125,81,62.5,7
107,7,2,1,93.67502726281353,50.0,34.75,40.6,45.25,45.25,71,57.14285714285714,30
108,3,2,4,81.76538908246226,33.33333333333333,46.6,35.0,51.0,51.0,6,25.0,6
109,1,2,1,85.14285714285714,0.0,46.5,42.666666666666664,39.0,39.0,9,50.0,5
110,1,1,4,26.70364500792393,28.57142857142857,66.875,75.66666666666667,40.875,40.875,92,50.0,6
111,15,4,4,44.94875549048316,0.0,41.75,63.714285714285715,32.0,32.0,74,38.46153846153847,6
112,10,0,1,71.60077145612344,22.22222222222222,45.625,54.4,58.875,58.875,47,12.5,6
113,16,2,1,7.24762726488352,100.0,70.83333333333333,61.166666666666664,79.33333333333333,79.33333333333333,44,35.714285714285715,4
114,12,2,3,62.32209737827715,0.0,45.2,36.77777777777778,71.4,71.4,10,0.0,-4
115,14,4,2,87.54430379746836,0.0,38.666666666666664,75.0,31.11111111111111,31.11111111111111,36,42.857142857142854,4
116,8,0,3,52.083333333333336,85.71428571428571,57.2,46.57142857142857,37.9,37.9,59,53.84615384615385,20
117,0,2,1,92.68030139935415,0.0,52.6,0.0,43.6,43.6,15,50.0,14
118,5,4,1,79.63752665245202,100.0,38.25,45.75,31.5,31.5,84,66.66666666666666,37
119,14,2,3,4.855923159018143,80.0,29.0,62.0,67.5,67.5,40,63.63636363636363,12
120,14,3,2,41.888297872340424,22.22222222222222,40.666666666666664,0.0,67.44444444444444,67.44444444444444,10,72.72727272727273,15
121,4,0,2,64.02535657686212,100.0,71.875,50.142857142857146,45.125,45.125,50,42.857142857142854,17
122,2,2,2,35.74744661095636,20.0,0.0,56.5,0.0,0.0,84,33.33333333333333,19
123,13,0,2,87.10635769459299,100.0,46.8,61.333333333333336,43.5,43.5,63,35.714285714285715,24
124,13,2,4,1.702127659574468,28.57142857142857,63.0,32.333333333333336,60.5,60.5,93,57.14285714285714,12
125,13,4,5,54.59610027855153,25.0,80.0,46.375,24.5,24.5,90,45.45454545454545,11
126,5,2,1,35.35353535353536,0.0,39.6,41.666666666666664,66.8,66.8,95,20.0,11
127,9,4,5,98.54057209573847,80.0,40.8,61.375,31.6,31.6,10,20.0,11
128,3,2,1,56.814357823892315,75.0,57.25,65.66666666666667,46.75,46.75,51,63.63636363636363,15
129,3,4,1,72.5219573400251,100.0,63.0,57.25,89.75,89.75,68,37.5,21
130,7,2,4,23.21637426900585,60.0,57.57142857142857,42.8,32.57142857142857,32.57142857142857,99,31.25,17
131,10,2,3,34.11118737131091,50.0,39.714285714285715,69.33333333333333,38.714285714285715,38.714285714285715,50,50.0,8
132,6,0,1,34.146341463414636,100.0,27.6,37.333333333333336,41.4,41.4,47,63.63636363636363,26
133,11,0,3,23.93385552654482,100.0,57.666666666666664,58.666666666666664,42.833333333333336,42.833333333333336,86,33.33333333333333,17
134,15,0,3,52.73775216138329,20.0,0.0,50.166666666666664,0.0,0.0,86,16.666666666666664,21
135,8,4,1,50.44150110375276,0.0,48.0,68.0,77.71428571428571,77.71428571428571,2,12.5,-12
136,5,2,6,80.43758043758044,44.44444444444444,0.0,66.66666666666667,0.0,0.0,17,0.0,8
137,8,4,1,94.30199430199431,0.0,52.4,31.0,57.4,57.4,46,70.0,18
138,8,2,3,5.034324942791762,100.0,38.0,75.5,43.666666666666664,43.666666666666664,91,71.42857142857143,22
139,1,4,1,91.37126865671642,100.0,0.0,54.2,0.0,0.0,30,60.0,33
140,1,1,6,65.49019607843137,50.0,50.333333333333336,41.77777777777778,65.0,65.0,22,58.333333333333336,12
141,0,0,5,4.6938775510204085,0.0,33.5,60.4,64.0,64.0,7,81.81818181818183,-4
142,2,3,6,68.83116883116884,33.33333333333333,47.0,59.666666666666664,37.6,37.6,36,69.23076923076923,11
143,1,2,1,7.2758037225042305,60.0,57.666666666666664,72.25,64.33333333333333,64.33333333333333,61,50.0,4
144,16,1,4,63.890654799745704,100.0,66.0,54.333333333333336,68.75,68.75,44,41.66666666666667,16
145,9,4,4,37.39565943238731,0.0,36.0,54.857142857142854,65.1,65.1,97,45.45454545454545,14
146,1,2,6,41.0761154855643,33.33333333333333,50.5,0.0,32.333333333333336,32.333333333333336,93,46.15384615384615,26
147,14,0,2,92.4415443175639,50.0,62.0,46.75,38.666666666666664,38.666666666666664,96,55.55555555555556,27
148,7,1,4,62.467700258397926,66.66666666666666,44.4,47.0,72.5,72.5,27,40.0,12
149,9,0,4,84.75073313782991,0.0,60.333333333333336,39.5,68.0,68.0,22,50.0,4
150,5,1,2,57.02688990360223,100.0,34.333333333333336,45.4,48.0,48.0,52,62.5,28
151,12,2,2,98.56115107913669,14.285714285714285,0.0,33.44444444444444,0.0,0.0,96,75.0,41
152,5,4,5,94.65526456440406,100.0,53.4,47.888888888888886,59.1,59.1,85,57.14285714285714,34
153,14,4,3,95.76059850374065,50.0,75.5,29.666666666666668,45.5,45.5,43,50.0,17
154,6,2,6,31.132075471698112,50.0,10.0,66.25,64.66666666666667,64.66666666666667,70,23.076923076923077,14
155,5,3,4,28.021248339973436,100.0,62.5,54.4,43.0,43.0,87,20.0,16
156,0,2,1,55.62236921226699,100.0,51.6,43.333333333333336,36.0,36.0,76,33.33333333333333,25
157,12,4,6,79.31614349775785,14.285714285714285,56.0,42.3,55.0,55.0,13,75.0,8
158,1,2,4,66.50041562759768,50.0,46.666666666666664,62.285714285714285,74.33333333333333,74.33333333333333,22,66.66666666666666,10
159,12,0,1,51.53949129852744,66.66666666666666,88.0,47.5,52.5,52.5,33,40.0,3
160,16,2,6,91.47627416520211,42.857142857142854,56.0,56.2,48.55555555555556,48.55555555555556,93,50.0,23
161,10,2,5,87.5,66.66666666666666,39.5,27.0,50.0,50.0,97,50.0,36
162,9,2,3,83.81742738589212,77.77777777777779,53.0,61.0,70.77777777777777,70.77777777777777,37,58.333333333333336,18
163,14,0,1,19.791666666666664,66.66666666666666,42.5,59.5,47.0,47.0,7,50.0,2
164,0,2,3,48.107331097268805,85.71428571428571,0.0,40.75,0.0,0.0,92,40.0,36
165,13,4,1,59.4488188976378,0.0,51.166666666666664,25.0,48.0,48.0,66,53.333333333333336,15
166,12,4,5,34.95145631067961,71.42857142857143,70.4,49.0,39.4,39.4,54,16.666666666666664,5
167,12,0,3,99.19028340080972,0.0,50.666666666666664,44.0,62.77777777777778,62.77777777777778,58,27.27272727272727,12
168,15,2,2,42.38657551274083,0.0,24.2,62.0,72.0,72.0,70,81.81818181818183,16
169,10,1,4,79.38257993384785,100.0,71.0,51.75,37.4,37.4,20,50.0,14
170,15,0,3,6.2882096069869,100.0,0.0,35.833333333333336,0.0,0.0,78,0.0,24
171,2,2,2,39.81042654028436,85.71428571428571,26.4,39.0,54.4,54.4,83,25.0,26
172,16,1,2,2.6704146170063248,85.71428571428571,51.0,62.75,24.333333333333332,24.333333333333332,92,60.0,18
173,10,0,1,2.247191011235955,100.0,58.0,41.111111111111114,15.5,15.5,50,33.33333333333333,11
174,10,2,3,64.4880174291939,50.0,0.0,0.0,0.0,0.0,68,33.33333333333333,36
175,11,4,5,25.371057513914657,20.0,38.5,52.0,46.5,46.5,48,50.0,6
176,11,1,6,58.620689655172406,0.0,32.666666666666664,30.75,41.666666666666664,41.666666666666664,65,50.0,16
177,2,3,6,78.31893165750196,60.0,46.0,53.5,35.0,35.0,69,40.0,20
178,5,4,1,36.61740558292282,100.0,41.2,0.0,53.2,53.2,22,55.55555555555556,25
179,2,2,1,39.48339483394834,12.5,33.3,46.125,48.5,48.5,4,40.0,0
180,4,0,5,21.623563218390803,42.857142857142854,0.0,51.285714285714285,0.0,0.0,94,0.0,18
181,11,2,2,24.719101123595504,70.0,31.125,0.0,62.25,62.25,88,56.25,34
182,4,0,4,13.820731096644966,85.71428571428571,35.111111111111114,43.333333333333336,58.77777777777778,58.77777777777778,86,50.0,24
183,1,0,4,1.8541409147095178,88.88888888888889,47.0,54.0,41.0,41.0,61,42.857142857142854,12
184,10,3,6,54.60852329038652,100.0,65.28571428571429,40.875,44.42857142857143,44.42857142857143,71,40.0,22
185,16,4,3,67.85714285714286,50.0,48.0,54.5,54.666666666666664,54.666666666666664,72,28.57142857142857,16
186,4,0,3,43.888888888888886,75.0,28.0,59.2,35.666666666666664,35.666666666666664,0,36.36363636363637,6
187,1,2,2,65.15527950310559,50.0,49.4,47.0,52.0,52.0,60,28.57142857142857,14
188,6,1,6,24.137931034482758,30.0,45.666666666666664,39.2,42.111111111111114,42.111111111111114,33,44.44444444444444,4
189,2,0,2,48.29424307036248,40.0,41.0,58.142857142857146,56.285714285714285,56.285714285714285,60,40.0,12
190,16,1,2,15.003304692663583,0.0,45.8,48.142857142857146,45.6,45.6,88,41.66666666666667,8
191,11,4,6,60.53584359160029,25.0,0.0,55.4,0.0,0.0,27,0.0,7
192,5,1,2,34.59016393442623,83.33333333333334,37.714285714285715,39.6,35.857142857142854,35.857142857142854,23,37.5,13
193,14,1,4,54.95495495495496,87.5,59.111111111111114,37.666666666666664,31.666666666666668,31.666666666666668,29,53.333333333333336,16
194,5,0,4,34.166666666666664,50.0,53.833333333333336,42.6,34.333333333333336,34.333333333333336,89,44.44444444444444,18
195,2,0,1,69.31106471816284,0.0,31.6,60.7,76.2,76.2,45,50.0,9
196,8,1,4,84.47559709241952,80.0,53.75,43.0,56.25,56.25,24,63.63636363636363,20
197,9,0,6,55.80808080808081,0.0,0.0,34.4,0.0,0.0,78,0.0,17
198,8,3,6,3.1026252983293556,0.0,76.5,48.714285714285715,69.33333333333333,69.33333333333333,21,46.666666666666664,-13
199,11,1,4,11.732355637030247,50.0,65.625,40.8,56.375,56.375,36,37.5,1
200,0,4,5,73.84799521244764,100.0,30.666666666666668,41.714285714285715,62.0,62.0,1,42.857142857142854,18
201,6,2,4,61.02051551814834,0.0,54.4,47.4,56.3,56.3,73,41.17647058823529,9
202,12,0,2,94.87060998151571,20.0,46.0,71.42857142857143,43.625,43.625,8,50.0,3
203,11,4,3,39.27789934354486,50.0,41.375,14.0,47.5,47.5,46,23.076923076923077,15
204,7,4,5,33.55801636976408,100.0,0.0,33.666666666666664,0.0,0.0,45,33.33333333333333,27
205,14,0,3,92.28468899521532,0.0,42.125,67.4,43.5,43.5,21,75.0,7
206,14,1,4,34.090909090909086,0.0,41.0,38.75,36.0,36.0,8,36.36363636363637,-3
207,5,4,5,6.866952789699571,50.0,38.625,6.5,59.375,59.375,72,60.0,23
208,2,4,5,46.74744897959184,0.0,46.55555555555556,45.4,56.333333333333336,56.333333333333336,70,30.0,7
209,4,3,4,53.56037151702786,0.0,27.333333333333332,44.2,37.77777777777778,37.77777777777778,67,44.44444444444444,14
210,0,0,2,51.02319236016372,25.0,49.0,18.5,54.0,54.0,55,28.57142857142857,13
211,1,4,6,34.146341463414636,0.0,48.166666666666664,55.75,55.666666666666664,55.666666666666664,61,31.25,1
212,13,0,1,10.51752921535893,85.71428571428571,34.888888888888886,0.0,45.333333333333336,45.333333333333336,73,76.92307692307693,34
213,5,2,3,50.66921606118547,100.0,47.0,29.25,70.66666666666667,70.66666666666667,43,38.46153846153847,22
214,5,2,5,13.573407202216067,11.11111111111111,60.333333333333336,0.0,29.0,29.0,93,75.0,21
215,3,2,1,30.57851239669421,0.0,59.25,41.0,39.25,39.25,51,66.66666666666666,5
216,13,4,4,7.374631268436578,28.57142857142857,47.0,66.42857142857143,40.666666666666664,40.666666666666664,4,80.0,-4
217,12,4,3,55.12572533849129,100.0,45.75,45.0,50.5,50.5,44,37.5,20
218,5,4,1,100.0,66.66666666666666,47.2,28.25,50.8,50.8,15,27.27272727272727,17
219,0,4,5,91.90638712823012,0.0,58.166666666666664,58.0,57.833333333333336,57.833333333333336,62,55.55555555555556,11
220,9,4,3,92.03072491598657,0.0,56.4,48.6,50.3,50.3,89,53.333333333333336,19
221,6,4,6,98.7878787878788,90.0,82.33333333333333,45.857142857142854,21.333333333333332,21.333333333333332,39,36.36363636363637,16
222,2,1,4,55.32516493873704,100.0,69.0,71.0,36.5,36.5,40,33.33333333333333,8
223,9,4,1,69.44444444444444,40.0,40.0,49.333333333333336,66.5,66.5,51,66.66666666666666,19
224,6,4,5,7.493188010899182,100.0,44.7,63.1,44.0,44.0,88,53.84615384615385,20
225,8,0,4,63.44086021505376,50.0,0.0,24.5,0.0,0.0,60,66.66666666666666,34
226,4,0,5,25.72390572390572,50.0,42.875,54.5,50.625,50.625,22,50.0,3
227,13,2,2,91.53046062407132,66.66666666666666,54.666666666666664,55.6,48.666666666666664,48.666666666666664,86,50.0,27
228,0,4,3,1.4590347923681257,25.0,49.5,47.75,30.125,30.125,38,56.25,1
229,15,0,5,0.9389671361502347,100.0,23.25,57.5,36.75,36.75,91,50.0,24
230,14,4,5,33.63844393592677,0.0,52.0,38.77777777777778,56.2,56.2,97,62.5,15
231,11,0,3,17.7431906614786,33.33333333333333,36.42857142857143,32.5,54.857142857142854,54.857142857142854,53,61.53846153846154,14
232,10,2,4,92.2893860066635,50.0,2.5,48.44444444444444,35.5,35.5,83,16.666666666666664,30
233,7,4,4,17.002237136465325,100.0,49.5,37.5,87.0,87.0,39,33.33333333333333,13
234,5,2,6,75.09578544061303,87.5,37.5,29.571428571428573,26.5,26.5,52,100.0,36
235,10,2,4,60.91549295774647,10.0,59.2,30.75,28.0,28.0,42,40.0,7
236,5,1,4,60.94632768361582,44.44444444444444,54.75,56.8,41.25,41.25,84,44.44444444444444,17
237,10,4,6,74.21630094043887,0.0,52.333333333333336,0.0,24.0,24.0,85,53.84615384615385,25
238,16,4,3,22.821158690176322,90.0,46.6,0.0,48.5,48.5,37,61.53846153846154,24
239,10,0,4,37.640449438202246,66.66666666666666,44.625,47.0,38.625,38.625,17,46.15384615384615,7
240,12,2,4,46.59552845528455,16.666666666666664,45.0,38.0,55.77777777777778,55.77777777777778,11,50.0,2
241,2,0,4,38.41642228739003,100.0,41.833333333333336,0.0,37.666666666666664,37.666666666666664,50,72.72727272727273,33
242,15,2,1,10.161920714684534,0.0,50.25,45.44444444444444,69.0,69.0,68,62.5,6
243,2,0,3,57.93588741204066,80.0,34.333333333333336,46.625,35.666666666666664,35.666666666666664,30,36.36363636363637,16
244,16,3,2,20.07666506947772,0.0,59.5,49.666666666666664,48.875,48.875,42,61.111111111111114,0
245,9,2,1,16.38029782359679,33.33333333333333,64.83333333333333,72.5,64.16666666666667,64.16666666666667,53,86.66666666666667,4
246,8,1,6,89.76014760147602,33.33333333333333,49.5,37.875,25.5,25.5,74,50.0,23
247,7,0,1,40.61032863849765,100.0,84.0,56.333333333333336,58.5,58.5,78,33.33333333333333,14
248,8,4,5,6.2413314840499305,33.33333333333333,56.714285714285715,65.0,67.42857142857143,67.42857142857143,29,50.0,-4
249,9,2,1,85.17200474495849,66.66666666666666,49.375,53.6,56.625,56.625,94,46.666666666666664,28
250,2,4,3,36.72727272727273,0.0,69.4,47.5,46.8,46.8,37,42.857142857142854,-3
251,11,4,1,71.61290322580646,0.0,36.0,51.5,49.0,49.0,36,100.0,16
252,10,1,2,91.69847328244275,20.0,70.71428571428571,57.25,60.42857142857143,60.42857142857143,94,45.45454545454545,17
253,13,1,2,36.666666666666664,16.666666666666664,22.875,64.75,61.625,61.625,78,47.05882352941176,13
254,14,2,5,57.05263157894736,25.0,0.0,32.1,0.0,0.0,44,77.77777777777779,26
255,1,4,2,97.9381443298969,100.0,46.1,45.42857142857143,59.9,59.9,41,69.23076923076923,30
256,11,0,1,75.1740139211137,60.0,0.0,34.5,0.0,0.0,34,75.0,32
257,4,1,6,23.26530612244898,100.0,46.4,54.42857142857143,35.8,35.8,58,71.42857142857143,20
258,2,0,1,56.486486486486484,16.666666666666664,56.77777777777778,76.0,56.55555555555556,56.55555555555556,97,45.45454545454545,11
259,5,0,1,53.96825396825397,25.0,0.0,47.333333333333336,0.0,0.0,71,0.0,17
260,13,0,2,65.70545829042224,77.77777777777779,56.666666666666664,37.55555555555556,75.16666666666667,75.16666666666667,31,40.0,15
261,3,2,3,4.524886877828054,0.0,67.25,77.25,45.25,45.25,32,30.76923076923077,-16
262,1,0,1,35.7037037037037,33.33333333333333,53.7,54.0,63.3,63.3,20,53.84615384615385,1
263,3,2,1,78.04416403785488,100.0,53.8,64.875,46.1,46.1,98,58.333333333333336,32
